발표시간,지역,발효시각,해당지역,내용
2024-09-11 21:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 11일 21시 00분,(1) 호우주의보 해제 : 충청남도(천안. 공주. 예산. 홍성),
2024-09-11 22:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 11일 22시 00분,(1) 호우주의보 해제 : 충청남도(당진. 서산),
2024-09-12 01:15,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 12일 01시 15분,(1) 호우경보 변경 : 충청남도(예산),
2024-09-12 03:30,대전·세종·충청남도,(1) 호우주의보 변경 : 2024년 09월 12일 03시 30분,(1) 호우주의보 변경 : 충청남도(예산),
2024-09-12 09:40,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 12일 09시 40분,(1) 호우주의보 발표 : 충청남도(당진),
2024-09-12 10:00,대전·세종·충청남도,(1) 폭염주의보 해제 : 2024년 09월 12일 10시 00분,(1) 폭염주의보 해제 : 충청남도(아산. 예산. 태안. 당진. 서산. 홍성),
2024-09-12 11:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 12일 11시 00분,(1) 호우주의보 해제 : 충청남도(예산),
2024-09-12 12:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 12일 12시 30분,(1) 호우주의보 해제 : 충청남도(아산. 당진),
2024-09-14 07:25,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 14일 07시 25분,(1) 호우주의보 발표 : 충청남도(예산),
2024-09-14 10:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2024년 09월 14일 10시 00분,(1) 폭염주의보 발표 : 충청남도(아산. 홍성),
2024-09-14 11:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 14일 11시 00분,(1) 호우주의보 해제 : 충청남도(예산),
2024-09-15 10:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2024년 09월 15일 10시 00분 / (2) 폭염경보 변경 : 2024년 09월 15일 10시 00분,(1) 폭염주의보 발표 : 충청남도(예산. 태안. 당진. 서산) / (2) 폭염경보 변경 : 충청남도(공주. 청양). 세종,
2024-09-16 10:00,대전·세종·충청남도,(1) 폭염경보 변경 : 2024년 09월 16일 10시 00분,(1) 폭염경보 변경 : 충청남도(논산. 부여. 태안. 보령. 홍성),
2024-09-18 10:00,대전·세종·충청남도,(1) 폭염경보 변경 : 2024년 09월 18일 10시 00분,(1) 폭염경보 변경 : 충청남도(아산. 금산. 당진. 계룡). 대전,
2024-09-18 14:00,대전·세종·충청남도,(1) 폭염경보 변경 : 2024년 09월 18일 14시 00분,(1) 폭염경보 변경 : 충청남도(천안. 서천),
2024-09-18 16:30,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 18일 16시 30분,(1) 호우주의보 발표 : 충청남도(금산),
2024-09-18 17:40,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 18일 17시 40분,(1) 호우주의보 발표 : 세종,
2024-09-18 18:25,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 18일 18시 25분,(1) 호우경보 변경 : 세종,
2024-09-18 19:10,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 18일 19시 10분 / (2) 호우주의보 해제 : 2024년 09월 18일 19시 10분,(1) 호우주의보 발표 : 충청남도(공주. 논산) / (2) 호우주의보 해제 : 충청남도(금산),
2024-09-18 20:20,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 18일 20시 20분,(1) 호우주의보 해제 : 충청남도(논산),
2024-09-18 21:00,대전·세종·충청남도,(1) 호우경보 해제 : 2024년 09월 18일 21시 00분 / (2) 호우주의보 해제 : 2024년 09월 18일 21시 00분,(1) 호우경보 해제 : 세종 / (2) 호우주의보 해제 : 충청남도(공주),
2024-09-19 16:00,대전·세종·충청남도,(1) 폭염경보 해제 : 2024년 09월 19일 16시 00분 / (2) 폭염주의보 해제 : 2024년 09월 19일 16시 00분,(1) 폭염경보 해제 : 충청남도(예산. 서산 제외). 대전. 세종 / (2) 폭염주의보 해제 : 충청남도(예산. 서산),
2024-09-20 08:55,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 20일 08시 55분,(1) 호우주의보 발표 : 충청남도(보령),
2024-09-20 09:10,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 20일 09시 10분,(1) 호우주의보 발표 : 충청남도(태안. 서산. 홍성),
2024-09-20 13:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 20일 13시 00분,(1) 호우주의보 해제 : 충청남도(태안. 서산. 보령. 홍성),
2024-09-20 16:20,대전·세종·충청남도,(1) 폭풍해일주의보 발표 : 2024년 09월 20일 16시 20분,(1) 폭풍해일주의보 발표 : 충청남도(보령. 서천),
2024-09-20 16:50,대전·세종·충청남도,(1) 폭풍해일주의보 발표 : 2024년 09월 20일 16시 50분,(1) 폭풍해일주의보 발표 : 충청남도(태안),
2024-09-20 18:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 20일 18시 00분,(1) 호우주의보 발표 : 충청남도(태안. 당진. 서산),
2024-09-20 18:20,대전·세종·충청남도,(1) 폭풍해일주의보 해제 : 2024년 09월 20일 18시 20분,(1) 폭풍해일주의보 해제 : 충청남도(태안. 보령. 서천),
2024-09-20 20:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 20일 20시 00분,(1) 호우주의보 발표 : 충청남도(천안. 공주. 아산. 부여. 청양. 예산. 보령. 서천. 홍성). 세종,
2024-09-20 21:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 09월 20일 21시 00분,(1) 호우주의보 발표 : 충청남도(논산. 금산. 계룡). 대전,
2024-09-20 21:40,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 20일 21시 40분,(1) 호우경보 변경 : 충청남도(태안),
2024-09-20 22:10,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 20일 22시 10분,(1) 호우경보 변경 : 충청남도(당진. 서산),
2024-09-20 22:20,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 20일 22시 20분,(1) 호우경보 변경 : 충청남도(천안. 아산. 예산),
2024-09-21 02:45,대전·세종·충청남도,(1) 호우경보 변경 : 2024년 09월 21일 02시 45분,(1) 호우경보 변경 : 충청남도(논산. 금산. 계룡). 대전,
2024-09-21 06:30,대전·세종·충청남도,(1) 호우주의보 변경 : 2024년 09월 21일 06시 30분,(1) 호우주의보 변경 : 충청남도(아산. 당진. 서산),
2024-09-21 08:30,대전·세종·충청남도,(1) 호우주의보 변경 : 2024년 09월 21일 08시 30분,(1) 호우주의보 변경 : 충청남도(천안. 공주. 청양. 예산. 태안. 보령. 홍성. 계룡). 대전. 세종,
2024-09-21 09:30,대전·세종·충청남도,(1) 호우주의보 변경 : 2024년 09월 21일 09시 30분,(1) 호우주의보 변경 : 충청남도(논산. 금산. 부여. 서천),
2024-09-21 12:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 21일 13시 00분,(1) 호우주의보 해제 : 충청남도(금산 제외). 대전. 세종,
2024-09-21 14:20,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 09월 21일 14시 20분,(1) 호우주의보 해제 : 충청남도(금산),
2024-10-18 13:30,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 10월 18일 13시 30분,(1) 호우주의보 발표 : 충청남도(태안. 당진. 서산),
2024-10-18 15:30,대전·세종·충청남도,(1) 폭풍해일주의보 발표 : 2024년 10월 18일 15시 30분,(1) 폭풍해일주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-18 17:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 10월 18일 17시 30분,(1) 호우주의보 해제 : 충청남도(태안. 당진. 서산),
2024-10-18 18:00,대전·세종·충청남도,(1) 폭풍해일주의보 해제 : 2024년 10월 18일 18시 00분,(1) 폭풍해일주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-18 18:50,대전·세종·충청남도,(1) 호우주의보 발표 : 2024년 10월 18일 18시 50분,(1) 호우주의보 발표 : 충청남도(논산),
2024-10-18 19:50,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 10월 18일 19시 50분,(1) 호우주의보 해제 : 충청남도(논산),
2024-10-19 02:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 10월 19일 04시 00분 / (2) 풍랑주의보 발표 : 2024년 10월 19일 04시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 19일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 19일 늦은 오후(15시~18시)
2024-10-19 02:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2024년 10월 19일 02시 30분,(1) 호우주의보 해제 : 충청남도(홍성),
2024-10-19 10:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 10월 19일 10시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 가로림만·당진 평수구역. 안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2024-10-19 16:00,대전·세종·충청남도,(1) 폭풍해일주의보 발표 : 2024년 10월 19일 16시 00분,(1) 폭풍해일주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-19 18:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 10월 19일 18시 00분 / (2) 풍랑주의보 해제 : 2024년 10월 19일 18시 00분 / (3) 폭풍해일주의보 해제 : 2024년 10월 19일 18시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) / (3) 폭풍해일주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-20 16:00,대전·세종·충청남도,(1) 폭풍해일주의보 발표 : 2024년 10월 20일 16시 00분,(1) 폭풍해일주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-20 18:40,대전·세종·충청남도,(1) 폭풍해일주의보 해제 : 2024년 10월 20일 18시 40분,(1) 폭풍해일주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-22 20:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 10월 22일 21시 00분 / (2) 풍랑주의보 발표 : 2024년 10월 22일 21시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 23일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 23일 늦은 오후(15시~18시)
2024-10-23 13:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 10월 23일 14시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 가로림만·당진 평수구역. 안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2024-10-23 13:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 10월 23일 13시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-10-23 15:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 10월 23일 17시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-11-05 20:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 11월 05일 21시 00분 / (2) 풍랑주의보 발표 : 2024년 11월 05일 21시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 7일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 7일 새벽(03시~06시)
2024-11-06 05:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 11월 06일 05시 00분 / (2) 풍랑주의보 해제 : 2024년 11월 06일 06시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-11-17 02:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2024년 11월 17일 04시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 18일 늦은 오후(15시~18시)
2024-11-17 06:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 11월 17일 08시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 18일 늦은 오후(15시~18시)
2024-11-17 10:00,대전·세종·충청남도,(1) 한파주의보 발표 : 2024년 11월 17일 20시 00분,(1) 한파주의보 발표 : 대전,
2024-11-17 16:00,대전·세종·충청남도,(1) 한파주의보 발표 : 2024년 11월 17일 20시 00분,(1) 한파주의보 발표 : 충청남도(천안. 계룡),
2024-11-18 10:00,대전·세종·충청남도,(1) 한파주의보 해제 : 2024년 11월 18일 10시 00분,(1) 한파주의보 해제 : 충청남도(천안. 계룡). 대전,
2024-11-18 13:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 11월 18일 14시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 가로림만·당진 평수구역. 안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2024-11-18 14:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 11월 18일 14시 00분 / (2) 풍랑주의보 해제 : 2024년 11월 18일 16시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-11-25 20:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 11월 25일 21시 00분 / (2) 풍랑주의보 발표 : 2024년 11월 25일 22시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 29일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 29일 밤(21시~24시)
2024-11-26 07:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 11월 26일 08시 00분,(1) 강풍주의보 발표 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,(1) 강풍주의보 발표 /   o 해제 예고: 26일 밤(21시~24시)
2024-11-26 18:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 11월 26일 18시 00분,(1) 강풍주의보 해제 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,
2024-11-27 05:30,대전·세종·충청남도,(1) 풍랑경보 변경 : 2024년 11월 27일 05시 30분,(1) 풍랑경보 변경 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑경보 변경 /   o 해제 예고: 29일 밤(21시~24시)
2024-11-27 08:30,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 11월 27일 08시 30분,(1) 강풍주의보 발표 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,(1) 강풍주의보 발표 /   o 해제 예고: 27일 밤(21시~24시)
2024-11-27 09:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 11월 27일 09시 00분,(1) 대설주의보 발표 : 충청남도(천안),
2024-11-27 09:40,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 11월 27일 09시 40분,(1) 대설주의보 발표 : 충청남도(아산. 당진),
2024-11-27 13:00,대전·세종·충청남도,(1) 강풍경보 변경 : 2024년 11월 27일 13시 00분,(1) 강풍경보 변경 : 충청남도(서천),(1) 강풍경보 변경 /   o 해제 예고: 29일 밤(21시~24시)
2024-11-27 17:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 11월 27일 17시 00분,(1) 대설주의보 발표 : 충청남도(공주. 예산). 세종,
2024-11-27 18:00,대전·세종·충청남도,(1) 대설경보 변경 : 2024년 11월 27일 18시 00분,(1) 대설경보 변경 : 충청남도(천안),
2024-11-27 22:00,대전·세종·충청남도,(1) 강풍주의보 연장 : 2024년 11월 27일 22시 00분,(1) 강풍주의보 연장 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,(1) 강풍주의보 연장 /   o 해제 예고: 28일 밤(21시~24시)
2024-11-28 10:00,대전·세종·충청남도,(1) 대설경보 해제 : 2024년 11월 28일 10시 00분 / (2) 대설주의보 해제 : 2024년 11월 28일 10시 00분,(1) 대설경보 해제 : 충청남도(천안) / (2) 대설주의보 해제 : 충청남도(공주. 아산. 예산. 당진). 세종,
2024-11-28 13:00,대전·세종·충청남도,(1) 강풍주의보 변경 : 2024년 11월 28일 13시 00분 / (2) 풍랑주의보 변경 : 2024년 11월 28일 13시 00분,(1) 강풍주의보 변경 : 충청남도(서천) / (2) 풍랑주의보 변경 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 변경 /   o 해제 예고: 29일 밤(21시~24시) / (2) 풍랑주의보 변경 /   o 해제 예고: 29일 밤(21시~24시)
2024-11-28 16:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 11월 28일 16시 00분,(1) 강풍주의보 해제 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,
2024-11-28 17:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 11월 28일 18시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2024-11-28 20:15,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 11월 28일 21시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역),
2024-11-29 12:20,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 11월 29일 12시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(태안&middot;서산 북쪽 평수구역),
2024-11-30 00:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 11월 30일 00시 00분 / (2) 풍랑주의보 해제 : 2024년 11월 30일 02시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-12-07 21:40,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 07일 21시 40분,(1) 대설주의보 발표 : 세종,
2024-12-08 00:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 08일 00시 00분,(1) 대설주의보 해제 : 세종,
2024-12-08 01:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2024년 12월 08일 02시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 8일 오전(09시~12시)
2024-12-08 07:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 08일 08시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 당진 평수구역),
2024-12-08 08:00,대전·세종·충청남도,(1) 풍랑주의?2024년 12월 08일 08시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(안면도 서쪽 평수구역. 태안.서산 북쪽 평수구역). 충남남부앞바다(평수구역),
2024-12-08 09:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 08일 10시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-12-14 22:10,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 14일 22시 10분,(1) 대설주의보 발표 : 충청남도(예산. 홍성),
2024-12-14 22:50,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 14일 22시 50분,(1) 대설주의보 발표 : 충청남도(당진. 보령. 서천),
2024-12-14 23:20,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 14일 23시 20분,(1) 대설주의보 발표 : 충청남도(아산. 부여),
2024-12-15 00:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 15일 00시 00분,(1) 대설주의보 발표 : 충청남도(논산),
2024-12-15 01:55,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 15일 01시 55분,(1) 대설주의보 발표 : 충청남도(계룡),
2024-12-15 06:30,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2024년 12월 15일 06시 30분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 15일 밤(21시~24시)
2024-12-15 09:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 15일 09시 00분,(1) 대설주의보 해제 : 충청남도(보령. 서천. 홍성),
2024-12-15 09:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 15일 09시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2024-12-15 10:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 15일 10시 00분,(1) 대설주의보 해제 : 충청남도(논산. 부여),
2024-12-15 11:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 15일 11시 00분,(1) 대설주의보 해제 : 충청남도(공주. 아산. 청양. 예산. 당진. 계룡),
2024-12-15 13:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 15일 13시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 태안·서산 북쪽 평수구역),
2024-12-15 16:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 15일 17시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-12-18 15:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 12월 18일 15시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 18일 16시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 19일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 19일 새벽(03시~06시)
2024-12-18 15:10,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 18일 15시 10분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역),
2024-12-19 03:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 12월 19일 04시 00분 / (2) 풍랑주의보 해제 : 2024년 12월 19일 04시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-12-21 05:30,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 12월 21일 05시 30분 / (2) 풍랑주의보 발표 : 2024년 12월 21일 06시 30분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 22일 오전(09시~12시) / (2) 풍랑주의보 발표 /   o 해제 예고: 22일 오전(09시~12시)
2024-12-21 05:50,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 21일 05시 50분,(1) 대설주의보 발표 : 충청남도(예산),
2024-12-21 07:30,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 21일 07시 30분,(1) 대설주의보 해제 : 충청남도(예산),
2024-12-21 09:20,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 21일 09시 20분,(1) 대설주의보 발표 : 충청남도(계룡),
2024-12-21 11:20,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 21일 11시 20분,(1) 대설주의보 발표 : 충청남도(천안),
2024-12-21 12:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 21일 12시 00분,(1) 대설주의보 발표 : 세종,
2024-12-21 14:20,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 21일 14시 20분,(1) 대설주의보 해제 : 충청남도(천안),
2024-12-21 15:30,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 21일 15시 30분,(1) 대설주의보 해제 : 충청남도(계룡). 세종,
2024-12-22 06:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 08시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2024-12-22 08:10,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 08시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(태안·서산 북쪽 평수구역),
2024-12-22 08:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 09시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역),
2024-12-22 09:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2024년 12월 22일 09시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2024-12-22 10:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 11시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2024-12-22 11:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 12시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2024-12-27 18:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 27일 19시 00분,(1) 대설주의보 발표 : 충청남도(부여. 보령. 서천),
2024-12-27 19:20,대전·세종·충청남도,(1) 대설주의보 발표 : 2024년 12월 27일 19시 20분,(1) 대설주의보 발표 : 충청남도(논산. 청양. 홍성),
2024-12-27 22:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2024년 12월 27일 22시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 27일 23시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(천수만 평수구역. 안면도 서쪽 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역 제외) /  o 충남남부앞바다(평수구역 제외),(1) 강풍주의보 발표 /   o 해제 예고: 28일 오전(09시~12시) / (2) 풍랑주의보 발표 /   o 해제 예고: 28일 오전(09시~12시)
2024-12-27 22:10,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2024년 12월 27일 23시 00분,(1) 풍랑주의보 발표 : 충남북부앞바다(천수만 평수구역. 안면도 서쪽 평수구역. 태안·서산 북쪽 평수구역). 충남남부앞바다(평수구역),(1)  풍랑주의보 발표 /   o 해제 예고: 28일 오전(09시~12시)
2024-12-27 23:30,대전·세종·충청남도,(1) 대설주의보 해제 : 2024년 12월 27일 23시 30분,(1) 대설주의보 해제 : 충청남도(논산. 부여. 청양. 보령. 서천. 홍성),
